index,cf_to_private_sector,cf_health,cf_family,cf_dept_dissatisfaction,cf_job_dissatisfaction,cf_interpersonal_conflict,cf_other,institute_recognition,institute_job_security,dept_workload,dept_work_life_balance,dept_work_environment,gender,age,service_years,exit_year,college
577,False,False,False,False,False,True,True,False,True,False,False,False,Female,36–40,Under 1 Year,2012,TAFE
578,False,False,False,False,False,False,False,False,False,False,False,False,Female,26–30,1 to 2 Years,2012,TAFE
579,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2012,TAFE
580,False,False,False,False,False,False,True,False,True,True,True,True,Female,31–35,Under 1 Year,2012,TAFE
581,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2012,TAFE
582,False,False,False,False,False,False,False,True,False,True,False,False,Female,18-20,7 to 10 Years,2012,TAFE
583,False,False,False,False,False,False,False,False,False,True,False,False,Male,51-55,7 to 10 Years,2012,TAFE
584,False,False,False,False,False,False,False,False,False,False,False,False,Male,18-20,11 to 20 Years,2012,TAFE
585,False,False,False,False,False,False,False,False,False,False,False,False,Male,41–45,Under 1 Year,2012,TAFE
586,False,False,False,False,True,False,False,False,False,False,True,False,Female,46–50,5 to 6 Years,2012,TAFE
587,False,False,False,False,False,False,False,True,True,False,False,False,Female,56+,11 to 20 Years,2012,TAFE
588,False,False,False,True,True,False,False,False,False,False,False,False,Male,31–35,3 to 4 Years,2012,TAFE
589,False,False,False,False,True,False,False,False,False,False,False,False,Female,56+,3 to 4 Years,2012,TAFE
590,True,False,False,False,False,False,False,False,False,False,False,False,Male,46–50,11 to 20 Years,2013,TAFE
591,False,False,False,False,False,False,False,False,False,False,False,False,Male,36–40,7 to 10 Years,2013,TAFE
592,True,False,False,False,False,False,False,False,False,True,False,True,Male,46–50,7 to 10 Years,2012,TAFE
593,True,False,False,False,False,False,False,False,False,True,True,True,Male,41–45,1 to 2 Years,2012,TAFE
594,False,False,False,False,False,False,False,False,False,False,True,False,Female,36–40,Under 1 Year,2012,TAFE
595,True,False,False,True,True,False,False,False,False,True,True,True,Female,21–25,3 to 4 Years,2012,TAFE
596,False,False,False,False,False,False,True,False,False,False,True,False,Female,31–35,1 to 2 Years,2012,TAFE
597,False,False,False,False,False,False,False,False,False,True,False,False,Female,56+,20 Plus Years,2012,TAFE
598,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,11 to 20 Years,2012,TAFE
599,False,False,False,False,False,False,False,False,False,False,False,False,Male,51-55,11 to 20 Years,2012,TAFE
600,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2012,TAFE
601,False,False,False,False,False,False,False,False,False,False,False,True,Male,56+,1 to 2 Years,2012,TAFE
602,True,False,False,False,False,False,False,False,False,False,False,False,Male,41–45,1 to 2 Years,2013,TAFE
603,False,False,False,False,False,False,True,False,False,False,False,False,Male,51-55,3 to 4 Years,2012,TAFE
604,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2012,TAFE
605,False,False,False,False,False,False,False,False,False,True,True,True,Female,36–40,Under 1 Year,2012,TAFE
606,True,False,False,False,True,False,False,False,False,False,False,False,Female,51-55,7 to 10 Years,2012,TAFE
607,False,False,False,False,False,False,False,False,False,False,False,True,Male,56+,11 to 20 Years,2012,TAFE
608,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2013,TAFE
609,False,False,False,False,False,False,False,False,False,True,False,True,Female,46–50,11 to 20 Years,2012,TAFE
610,True,False,False,True,False,True,False,False,False,False,True,False,Female,21–25,3 to 4 Years,2012,TAFE
611,False,False,False,False,True,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2013,TAFE
612,False,False,False,False,False,False,True,False,False,False,False,False,Female,36–40,7 to 10 Years,2013,TAFE
613,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,11 to 20 Years,2013,TAFE
614,False,False,False,False,False,False,False,False,False,False,False,False,Female,46–50,1 to 2 Years,2012,TAFE
615,False,False,False,False,False,False,False,False,False,False,False,True,Female,56+,11 to 20 Years,2012,TAFE
616,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2013,TAFE
617,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2012,TAFE
618,False,False,False,False,False,False,False,False,False,True,False,False,Male,31–35,3 to 4 Years,2012,TAFE
619,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2012,TAFE
620,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2012,TAFE
621,False,False,False,False,False,False,False,False,True,True,True,False,Male,,,2013,TAFE
622,True,False,False,False,False,False,False,False,False,True,True,True,Male,36–40,5 to 6 Years,2012,TAFE
623,False,False,False,False,False,False,True,False,False,False,False,False,Female,46–50,7 to 10 Years,2013,TAFE
624,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,Under 1 Year,2012,TAFE
625,False,False,False,True,False,False,False,False,False,False,False,False,Male,,,2013,TAFE
626,False,True,False,False,False,False,True,False,False,False,False,False,Female,41–45,3 to 4 Years,2013,TAFE
627,False,False,False,True,False,False,False,False,False,False,False,False,Male,41–45,5 to 6 Years,2012,TAFE
628,True,False,False,False,False,False,True,False,False,False,False,False,Female,,,2013,TAFE
629,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2013,TAFE
630,True,False,False,False,False,False,False,False,False,False,False,False,Female,56+,5 to 6 Years,2013,TAFE
631,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2013,TAFE
632,False,False,False,False,False,False,False,True,True,True,True,True,Female,56+,11 to 20 Years,2013,TAFE
633,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,7 to 10 Years,2013,TAFE
634,False,False,True,False,False,False,True,False,False,False,False,False,Female,41–45,3 to 4 Years,2013,TAFE
635,False,False,False,False,False,False,True,False,False,False,False,False,Female,36–40,5 to 6 Years,2013,TAFE
636,False,False,False,False,False,False,False,False,False,False,False,False,Male,31–35,3 to 4 Years,2013,TAFE
637,True,False,False,False,False,False,False,False,False,False,False,False,Female,46–50,5 to 6 Years,2013,TAFE
638,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2013,TAFE
639,True,False,False,False,False,False,False,False,False,True,False,True,Male,46–50,3 to 4 Years,2013,TAFE
640,True,False,False,False,False,False,False,True,True,True,True,True,Female,21–25,3 to 4 Years,2013,TAFE
641,False,True,False,True,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2013,TAFE
642,False,False,False,False,False,False,True,False,False,False,False,False,Male,51-55,1 to 2 Years,2013,TAFE
643,False,False,False,False,False,False,False,False,False,False,False,False,Male,51-55,20 Plus Years,2013,TAFE
644,False,False,False,False,False,False,False,False,False,False,False,False,Female,26–30,Under 1 Year,2013,TAFE
645,True,False,False,False,False,False,False,True,True,True,True,True,Male,18-20,Under 1 Year,2013,TAFE
646,False,False,False,False,False,False,False,False,False,False,False,False,Male,51-55,20 Plus Years,2013,TAFE
647,True,False,False,True,True,False,False,False,False,False,False,False,Male,46–50,7 to 10 Years,2012,TAFE
648,False,False,False,False,False,False,False,False,True,True,False,True,Female,46–50,5 to 6 Years,2013,TAFE
649,False,False,False,False,False,False,False,False,False,True,False,False,Female,21–25,Under 1 Year,2012,TAFE
650,True,False,False,False,False,False,False,False,False,True,False,True,Male,51-55,7 to 10 Years,2013,TAFE
651,False,False,True,False,False,False,True,False,False,False,False,False,Female,56+,5 to 6 Years,2013,TAFE
652,False,False,False,False,False,False,True,False,False,False,False,False,Male,51-55,3 to 4 Years,2013,TAFE
653,False,False,False,False,False,False,False,False,False,False,False,False,Female,46–50,1 to 2 Years,2013,TAFE
654,True,False,False,False,True,True,False,False,False,False,False,False,Male,36–40,1 to 2 Years,2013,TAFE
655,True,False,False,False,False,False,False,True,True,True,True,True,Female,26–30,Under 1 Year,2013,TAFE
656,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,5 to 6 Years,2013,TAFE
657,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2013,TAFE
658,False,False,False,False,False,True,False,False,False,False,False,False,Female,51-55,Under 1 Year,2013,TAFE
659,True,False,False,False,False,False,False,False,False,False,False,False,Female,46–50,1 to 2 Years,2013,TAFE
660,False,False,False,False,False,False,True,False,False,False,False,False,Female,41–45,3 to 4 Years,2013,TAFE
661,True,False,False,False,True,False,False,False,False,False,False,False,Female,46–50,5 to 6 Years,2013,TAFE
662,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2013,TAFE
663,False,False,False,False,False,False,False,False,False,True,True,False,Female,21–25,1 to 2 Years,2013,TAFE
664,False,False,False,False,False,False,False,False,False,True,True,True,Female,56+,20 Plus Years,2013,TAFE
665,False,True,False,False,False,False,False,False,False,False,False,False,Female,,,2013,TAFE
666,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2013,TAFE
667,False,False,False,False,False,False,False,False,False,False,False,True,Female,56+,20 Plus Years,2013,TAFE
668,False,True,False,False,False,False,False,False,True,False,False,True,Male,56+,20 Plus Years,2013,TAFE
669,False,False,False,False,False,False,True,False,False,False,False,False,Female,26–30,3 to 4 Years,2013,TAFE
670,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2013,TAFE
671,False,False,False,False,True,False,False,False,False,False,False,False,Female,46–50,Under 1 Year,2013,TAFE
672,False,True,False,False,False,False,False,False,False,False,False,False,Female,,,2013,TAFE
673,False,False,False,False,False,False,False,False,False,True,False,True,Male,41–45,1 to 2 Years,2013,TAFE
674,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,Under 1 Year,2013,TAFE
675,False,False,False,True,True,True,True,False,False,False,False,False,Male,51-55,Under 1 Year,2013,TAFE
676,False,False,False,False,False,False,False,False,False,False,False,True,Female,41–45,1 to 2 Years,2013,TAFE
677,False,False,False,False,False,False,True,False,True,False,False,False,Female,36–40,Under 1 Year,2013,TAFE
678,True,False,False,False,False,False,False,False,False,False,False,False,Male,51-55,3 to 4 Years,2013,TAFE
679,False,True,False,False,False,False,False,False,False,False,True,True,Female,56+,1 to 2 Years,2013,TAFE
680,False,False,False,False,False,False,False,False,False,False,False,False,Male,41–45,5 to 6 Years,2013,TAFE
681,False,False,False,False,False,False,True,False,False,False,False,False,Female,26–30,Under 1 Year,2013,TAFE
682,False,False,False,False,False,False,False,False,False,False,False,False,Female,26–30,Under 1 Year,2013,TAFE
683,False,False,False,False,False,False,True,True,True,True,True,True,Female,41–45,Under 1 Year,2013,TAFE
684,False,False,False,False,False,False,False,False,False,True,False,True,Male,41–45,3 to 4 Years,2013,TAFE
685,False,False,False,True,True,False,False,False,False,False,False,False,Female,26–30,1 to 2 Years,2013,TAFE
686,False,False,False,False,False,False,False,False,False,True,False,False,Female,41–45,5 to 6 Years,2013,TAFE
687,False,False,False,False,False,False,False,False,False,True,False,False,Female,36–40,3 to 4 Years,2013,TAFE
688,False,False,False,False,False,False,False,False,False,False,False,False,Female,46–50,5 to 6 Years,2013,TAFE
689,False,True,False,False,True,False,False,False,False,False,False,False,Male,41–45,Under 1 Year,2013,TAFE
690,False,True,False,False,False,False,False,False,False,False,False,False,Female,,,2013,TAFE
691,False,True,False,False,False,False,False,True,True,False,True,False,Female,56+,3 to 4 Years,2013,TAFE
692,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2013,TAFE
693,True,False,False,False,False,False,False,False,False,False,False,False,Female,26–30,1 to 2 Years,2013,TAFE
694,True,False,False,False,False,False,False,False,False,False,False,False,Female,,,2013,TAFE
695,False,False,False,False,False,False,False,False,True,True,True,True,Female,56+,Under 1 Year,2013,TAFE
696,True,False,False,False,False,False,False,False,False,False,False,False,Male,21–25,5 to 6 Years,2013,TAFE
697,False,False,False,False,False,False,False,False,False,False,False,False,Male,51-55,1 to 2 Years,2013,TAFE
698,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2013,TAFE
699,False,False,False,False,False,False,True,False,False,False,True,True,Female,51-55,5 to 6 Years,2013,TAFE
700,False,False,False,False,False,False,False,False,True,False,False,False,Female,41–45,1 to 2 Years,2013,TAFE
701,False,False,False,False,False,False,False,True,True,True,True,True,Female,26–30,3 to 4 Years,2013,TAFE
702,False,False,False,False,True,False,True,True,False,False,False,False,Male,56+,7 to 10 Years,2012,DETE
703,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,,2012,DETE
704,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,1 to 2 Years,2012,DETE
705,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,5 to 6 Years,2012,DETE
706,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,20 Plus Years,2012,DETE
707,True,False,True,False,False,False,False,False,False,False,False,False,Female,41-45,11 to 20 Years,2012,DETE
708,False,False,False,True,True,False,False,False,False,False,False,False,Female,56+,5 to 6 Years,2012,DETE
709,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE
710,True,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,3 to 4 Years,2012,DETE
711,False,False,False,True,True,True,False,False,False,False,False,False,Female,46-50,3 to 4 Years,2012,DETE
712,False,False,False,False,True,False,False,False,False,False,False,False,Male,56+,11 to 20 Years,2012,DETE
713,False,False,True,False,False,False,False,False,False,False,False,False,Male,31-35,3 to 4 Years,2012,DETE
714,False,False,True,False,False,False,False,False,False,False,False,False,Female,36-40,11 to 20 Years,2012,DETE
715,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years,2012,DETE
716,False,False,False,True,True,False,False,False,False,False,False,False,Male,31-35,1 to 2 Years,2012,DETE
717,False,True,False,False,False,False,False,False,False,False,False,False,Male,56+,7 to 10 Years,2012,DETE
718,False,False,False,False,False,False,False,True,False,False,False,False,Male,56+,,2012,DETE
719,False,False,True,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2012,DETE
720,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,5 to 6 Years,2012,DETE
721,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,20 Plus Years,2012,DETE
722,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,20 Plus Years,2012,DETE
723,False,False,False,False,False,True,False,False,False,False,False,False,Female,51-55,3 to 4 Years,2012,DETE
724,False,False,False,True,False,False,False,True,False,False,True,False,Female,46-50,11 to 20 Years,2012,DETE
725,False,False,True,False,True,False,False,False,False,False,True,False,Female,56+,Under 1 Year,2012,DETE
726,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE
727,False,False,False,False,False,False,False,False,False,False,True,False,Female,41-45,7 to 10 Years,2012,DETE
728,False,False,False,False,False,False,False,False,False,True,True,False,Male,56+,20 Plus Years,2012,DETE
729,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,1 to 2 Years,2012,DETE
730,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE
731,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,7 to 10 Years,2012,DETE
732,False,True,False,True,True,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE
733,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,20 Plus Years,2012,DETE
734,False,True,False,False,False,True,False,False,False,False,True,False,Male,56+,11 to 20 Years,2012,DETE
735,False,False,False,False,False,True,False,True,False,False,False,False,Male,36-40,7 to 10 Years,2012,DETE
736,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,3 to 4 Years,2012,DETE
737,False,True,False,True,False,False,False,False,False,False,False,False,Female,51-55,11 to 20 Years,2012,DETE
738,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,11 to 20 Years,2012,DETE
739,False,False,False,False,False,False,True,False,False,False,False,False,Female,21-25,1 to 2 Years,2012,DETE
740,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,11 to 20 Years,2012,DETE
741,False,False,False,False,True,False,False,True,False,False,True,False,Female,21-25,,2012,DETE
742,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2012,DETE
743,False,False,False,False,False,True,False,False,False,False,True,False,Female,51-55,11 to 20 Years,2012,DETE
744,False,False,False,False,False,False,True,False,False,False,False,False,Female,41-45,1 to 2 Years,2012,DETE
745,False,False,False,False,True,False,False,False,False,True,True,False,Male,51-55,20 Plus Years,2012,DETE
746,True,False,False,True,False,False,False,False,False,True,False,False,Female,51-55,20 Plus Years,2012,DETE
747,False,True,False,False,False,False,False,False,False,True,True,False,Female,46-50,11 to 20 Years,2012,DETE
748,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,3 to 4 Years,2012,DETE
749,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years,2012,DETE
750,False,False,False,False,False,False,False,False,False,False,False,False,Male,21-25,1 to 2 Years,2012,DETE
751,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,5 to 6 Years,2012,DETE
752,False,False,False,False,False,False,False,False,False,False,False,False,Male,21-25,1 to 2 Years,2012,DETE
753,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2012,DETE
754,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE
755,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,,2012,DETE
756,False,True,False,False,True,False,False,True,False,False,False,False,Female,56+,3 to 4 Years,2012,DETE
757,False,False,False,False,False,False,True,False,False,False,False,False,Female,26-30,3 to 4 Years,2012,DETE
758,False,False,False,False,True,False,False,False,False,False,True,False,Female,56+,20 Plus Years,2012,DETE
759,True,False,False,False,False,False,False,False,False,False,False,False,Male,46-50,Under 1 Year,2012,DETE
760,False,True,False,False,True,False,False,False,False,True,False,False,Female,51-55,Under 1 Year,2012,DETE
761,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,2012,DETE
762,False,False,False,False,False,False,False,False,False,False,True,False,Male,46-50,20 Plus Years,2012,DETE
763,False,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,1 to 2 Years,2012,DETE
764,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE
765,False,True,False,False,False,False,False,False,False,True,False,True,Male,56+,20 Plus Years,2012,DETE
766,False,False,False,False,True,False,False,False,False,True,False,False,Male,56+,20 Plus Years,2012,DETE
767,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE
768,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,5 to 6 Years,2012,DETE
769,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,,2012,DETE
770,False,False,False,False,True,False,False,True,False,False,False,False,Male,56+,5 to 6 Years,2012,DETE
771,False,False,False,False,True,False,False,False,False,False,False,False,Female,36-40,,2012,DETE
772,False,False,False,False,False,False,False,False,False,True,False,True,Female,56+,20 Plus Years,2012,DETE
773,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,1 to 2 Years,2012,DETE
774,False,False,True,False,False,False,False,False,False,False,True,False,Female,56+,,2012,DETE
775,False,False,False,False,False,False,True,False,False,False,False,False,Male,26-30,1 to 2 Years,2012,DETE
776,False,False,False,True,False,False,False,False,False,False,True,False,Female,56+,20 Plus Years,2012,DETE
777,False,False,False,False,False,False,True,False,False,False,False,False,Male,26-30,Under 1 Year,2012,DETE
778,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,1 to 2 Years,2012,DETE
779,False,False,False,False,False,False,True,False,False,False,False,False,Male,51-55,5 to 6 Years,2012,DETE
780,False,False,False,False,False,False,True,False,False,False,False,False,Male,21-25,Under 1 Year,2012,DETE
781,False,False,False,False,False,False,False,False,False,False,False,False,Male,26-30,1 to 2 Years,2012,DETE
782,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,7 to 10 Years,2012,DETE
783,False,False,False,False,False,False,True,False,False,False,False,False,Female,21-25,1 to 2 Years,2012,DETE
784,False,False,False,False,True,True,False,True,False,False,False,False,Female,51-55,1 to 2 Years,2012,DETE
785,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,Under 1 Year,2012,DETE
786,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,1 to 2 Years,2012,DETE
787,False,False,False,True,False,False,False,True,False,True,False,False,Male,56+,20 Plus Years,2012,DETE
788,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,1 to 2 Years,2012,DETE
789,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,5 to 6 Years,2012,DETE
790,False,False,False,False,False,False,True,False,False,False,False,False,Male,46-50,1 to 2 Years,2012,DETE
791,False,True,False,False,False,False,False,False,False,False,True,False,Female,56+,20 Plus Years,2013,DETE
792,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,20 Plus Years,2012,DETE
793,False,True,False,False,False,False,False,False,False,False,True,False,Male,56+,20 Plus Years,2012,DETE
794,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,3 to 4 Years,2012,DETE
795,False,False,False,False,True,False,False,True,False,False,True,False,Female,41-45,7 to 10 Years,2012,DETE
796,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,20 Plus Years,2012,DETE
797,False,False,False,True,True,False,False,False,False,False,False,False,Male,51-55,3 to 4 Years,2012,DETE
798,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,3 to 4 Years,2012,DETE
799,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,11 to 20 Years,2012,DETE
800,False,False,False,False,False,False,False,False,False,True,False,False,Male,56+,7 to 10 Years,2012,DETE
801,False,False,True,False,False,False,False,False,False,False,True,False,Male,31-35,1 to 2 Years,2012,DETE
802,False,False,False,True,True,False,False,False,False,False,True,False,Female,36-40,3 to 4 Years,2012,DETE
803,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,11 to 20 Years,2012,DETE
804,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,5 to 6 Years,2012,DETE
805,False,False,False,True,True,False,False,True,False,False,False,False,Female,51-55,3 to 4 Years,2012,DETE
806,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE
807,False,False,False,False,True,False,False,False,False,False,True,False,Female,56+,11 to 20 Years,2012,DETE
808,False,False,False,False,False,False,False,False,True,False,True,False,Female,46-50,,2012,DETE
809,False,True,False,False,False,False,False,False,False,False,True,False,Female,56+,7 to 10 Years,2012,DETE
810,False,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,3 to 4 Years,2012,DETE
811,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,,2012,DETE
812,False,True,False,False,True,False,False,False,False,False,True,False,Female,56+,11 to 20 Years,2012,DETE
813,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,7 to 10 Years,2012,DETE
814,False,False,False,False,False,False,False,False,False,False,False,True,Female,56+,5 to 6 Years,2012,DETE
815,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,3 to 4 Years,2012,DETE
816,False,False,False,True,False,False,False,False,False,False,False,False,Female,41-45,7 to 10 Years,2012,DETE
817,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,,2012,DETE
818,False,False,False,True,False,True,False,True,False,False,False,False,Male,56+,20 Plus Years,2012,DETE
819,False,False,False,False,True,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE
820,False,False,False,False,False,False,False,False,False,True,True,False,Female,46-50,1 to 2 Years,2012,DETE
821,False,False,False,False,False,False,True,False,False,False,False,False,Male,31-35,1 to 2 Years,2012,DETE
822,False,False,False,False,True,False,False,True,False,False,False,False,Female,26-30,3 to 4 Years,2012,DETE
823,False,False,False,False,False,False,True,False,False,False,False,False,Male,31-35,,2012,DETE
824,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,20 Plus Years,2012,DETE
825,False,True,False,False,False,False,False,False,False,False,False,False,Female,,,2012,DETE
826,True,False,False,False,False,False,False,False,False,False,False,True,Female,36-40,Under 1 Year,2012,DETE
827,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,20 Plus Years,2012,DETE
828,False,False,False,True,True,False,False,False,False,False,False,False,Male,51-55,20 Plus Years,2012,DETE
829,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,20 Plus Years,2013,DETE
830,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,11 to 20 Years,2012,DETE
831,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years,2012,DETE
832,False,False,False,False,True,False,False,False,True,False,False,False,Male,51-55,Under 1 Year,2012,DETE
833,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2012,DETE
834,False,False,False,False,False,False,False,False,False,False,True,False,Female,41-45,1 to 2 Years,2012,DETE
835,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,2012,DETE
836,True,False,False,False,False,False,False,False,False,True,True,False,Male,46-50,20 Plus Years,2012,DETE
837,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years,2012,DETE
838,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,,2012,DETE
839,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years,2012,DETE
840,True,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,7 to 10 Years,2012,DETE
841,False,True,False,False,False,False,False,False,False,False,False,False,Male,56+,11 to 20 Years,2012,DETE
842,True,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,,2012,DETE
843,False,True,False,False,False,False,False,False,False,True,True,False,Male,56+,,2012,DETE
844,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,3 to 4 Years,2012,DETE
845,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,,2012,DETE
846,False,False,False,False,False,False,False,False,False,True,False,False,Female,56+,20 Plus Years,2012,DETE
847,False,True,False,False,False,False,False,False,False,False,False,False,Male,56+,5 to 6 Years,2012,DETE
848,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,2012,DETE
849,True,False,False,False,False,False,False,False,True,False,False,False,Male,26-30,7 to 10 Years,2012,DETE
850,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2012,DETE
851,True,False,False,True,True,False,False,False,False,False,False,False,Female,26-30,3 to 4 Years,2012,DETE
852,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,3 to 4 Years,2012,DETE
853,False,False,False,False,True,False,False,False,False,False,False,False,Male,56+,,2012,DETE
854,False,False,False,False,True,False,False,False,True,False,False,False,Female,36-40,Under 1 Year,2012,DETE
855,False,False,False,False,False,False,True,False,False,False,False,False,Female,36-40,3 to 4 Years,2012,DETE
856,False,False,False,False,False,False,False,False,True,False,False,False,Male,56+,7 to 10 Years,2012,DETE
857,False,False,False,False,True,False,False,False,True,False,False,False,Female,21-25,1 to 2 Years,2012,DETE
858,False,False,False,False,False,False,True,False,False,False,False,False,Male,26-30,1 to 2 Years,2012,DETE
859,False,False,False,False,False,False,True,False,False,False,False,False,Male,21-25,1 to 2 Years,2012,DETE
860,False,False,False,False,False,False,False,False,False,False,False,False,Male,21-25,1 to 2 Years,2012,DETE
861,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE
862,False,False,False,False,False,False,False,True,False,False,False,False,Female,41-45,7 to 10 Years,2012,DETE
863,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,7 to 10 Years,2012,DETE
864,False,False,False,False,False,False,True,False,False,False,False,False,Female,36-40,3 to 4 Years,2012,DETE
865,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,7 to 10 Years,2012,DETE
866,True,False,False,False,False,False,False,False,False,False,True,False,Female,41-45,3 to 4 Years,2012,DETE
867,False,False,False,False,False,False,False,False,True,False,False,False,Male,26-30,3 to 4 Years,2012,DETE
868,False,False,False,False,False,False,True,False,False,False,False,False,Female,46-50,7 to 10 Years,2012,DETE
